sep=,
File............:  30cycle - JAN;12.2023
System..........:  
Temperature.....:  -0.0+-0.0C
Time............:  11:20:46-12:41:18
Slewrate........:  10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
Reference.......:   0.5498549;  1.2776189 PO/PF  0; 3444
Cyclic voltammogram
Lines:   15100
Columns: 8
Number,Time/s,Potential/V,Current/A,TC:K;V=201/C,TC:K;V=201/C,NTC/C,pos_x_fi/m,pos_x_la/m
10712,3.428e+03,0.667222,2.021e-06,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10713,3.428e+03,0.670416,2.043e-06,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10714,3.428e+03,0.673610,2.066e-06,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10715,3.428e+03,0.676804,2.074e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10716,3.429e+03,0.679998,2.114e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10717,3.429e+03,0.683192,2.140e-06,9.303e+00,8.859e+00,4.123e+01,9.853e-02,4.140e-02
10718,3.429e+03,0.686386,2.176e-06,9.302e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10719,3.430e+03,0.689580,2.212e-06,9.302e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
10720,3.430e+03,0.692774,2.245e-06,9.300e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10721,3.430e+03,0.695968,2.286e-06,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10722,3.431e+03,0.699162,2.338e-06,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10723,3.431e+03,0.702356,2.372e-06,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10724,3.431e+03,0.705550,2.430e-06,9.302e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
10725,3.432e+03,0.708744,2.481e-06,9.303e+00,8.858e+00,4.122e+01,9.853e-02,4.140e-02
10726,3.432e+03,0.711938,2.529e-06,9.302e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
10727,3.432e+03,0.715292,2.588e-06,9.303e+00,8.859e+00,4.122e+01,9.853e-02,4.140e-02
10728,3.433e+03,0.718486,2.635e-06,9.304e+00,8.860e+00,4.123e+01,9.853e-02,4.140e-02
10729,3.433e+03,0.721680,2.698e-06,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10730,3.433e+03,0.724874,2.761e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10731,3.434e+03,0.728068,2.821e-06,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10732,3.434e+03,0.731262,2.892e-06,9.303e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10733,3.434e+03,0.734456,2.950e-06,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10734,3.435e+03,0.737650,3.022e-06,9.302e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10735,3.435e+03,0.740844,3.096e-06,9.301e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10736,3.435e+03,0.744038,3.171e-06,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10737,3.436e+03,0.747232,3.248e-06,9.302e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10738,3.436e+03,0.750426,3.326e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10739,3.436e+03,0.753621,3.407e-06,9.305e+00,8.860e+00,4.123e+01,9.853e-02,4.140e-02
10740,3.436e+03,0.756815,3.489e-06,9.303e+00,8.859e+00,4.123e+01,9.853e-02,4.140e-02
10741,3.437e+03,0.760009,3.570e-06,9.300e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10742,3.437e+03,0.763203,3.667e-06,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10743,3.437e+03,0.766397,3.751e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10744,3.438e+03,0.769591,3.861e-06,9.305e+00,8.860e+00,4.124e+01,9.853e-02,4.140e-02
10745,3.438e+03,0.772785,3.947e-06,9.302e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10746,3.438e+03,0.775979,4.050e-06,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10747,3.439e+03,0.779173,4.151e-06,9.301e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10748,3.439e+03,0.782367,4.256e-06,9.304e+00,8.859e+00,4.123e+01,9.853e-02,4.140e-02
10749,3.439e+03,0.785561,4.361e-06,9.301e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10750,3.440e+03,0.788755,4.458e-06,9.301e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10751,3.440e+03,0.792109,4.569e-06,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10752,3.440e+03,0.795303,4.682e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10753,3.441e+03,0.798497,4.796e-06,9.304e+00,8.860e+00,4.124e+01,9.853e-02,4.140e-02
10754,3.441e+03,0.801691,4.917e-06,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10755,3.441e+03,0.804885,5.050e-06,9.303e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10756,3.442e+03,0.808079,5.179e-06,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10757,3.442e+03,0.811273,5.342e-06,9.301e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10758,3.442e+03,0.814467,5.516e-06,9.304e+00,8.860e+00,4.124e+01,9.853e-02,4.140e-02
10759,3.443e+03,0.817661,5.735e-06,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10760,3.443e+03,0.820855,6.001e-06,9.301e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10761,3.443e+03,0.824049,6.339e-06,9.298e+00,8.855e+00,4.123e+01,9.853e-02,4.140e-02
10762,3.444e+03,0.827243,6.808e-06,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10763,3.444e+03,0.830437,7.459e-06,9.301e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
10764,3.444e+03,0.833631,8.400e-06,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10765,3.444e+03,0.836825,9.795e-06,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10766,3.445e+03,0.840019,1.186e-05,9.303e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
10767,3.445e+03,0.843214,1.491e-05,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10768,3.445e+03,0.846408,1.921e-05,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10769,3.446e+03,0.849602,2.487e-05,9.302e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
10770,3.446e+03,0.852796,3.159e-05,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10771,3.446e+03,0.855990,3.848e-05,9.306e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10772,3.447e+03,0.859184,4.448e-05,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10773,3.447e+03,0.862378,4.891e-05,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10774,3.447e+03,0.865732,5.162e-05,9.300e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10775,3.448e+03,0.868926,5.291e-05,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10776,3.448e+03,0.872120,5.304e-05,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10777,3.448e+03,0.875314,5.231e-05,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10778,3.449e+03,0.878508,5.097e-05,9.304e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10779,3.449e+03,0.881702,4.929e-05,9.300e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10780,3.449e+03,0.884896,4.752e-05,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10781,3.450e+03,0.888090,4.582e-05,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10782,3.450e+03,0.891284,4.428e-05,9.303e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
10783,3.450e+03,0.894478,4.293e-05,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10784,3.451e+03,0.897672,4.176e-05,9.307e+00,8.862e+00,4.126e+01,9.853e-02,4.140e-02
10785,3.451e+03,0.900866,4.075e-05,9.302e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10786,3.451e+03,0.904060,3.990e-05,9.303e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10787,3.452e+03,0.907254,3.917e-05,9.303e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10788,3.452e+03,0.910448,3.855e-05,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10789,3.452e+03,0.913642,3.804e-05,9.300e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10790,3.452e+03,0.916836,3.761e-05,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10791,3.453e+03,0.920030,3.725e-05,9.302e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
10792,3.453e+03,0.923224,3.695e-05,9.298e+00,8.854e+00,4.123e+01,9.853e-02,4.140e-02
10793,3.453e+03,0.926418,3.673e-05,9.301e+00,8.855e+00,4.123e+01,9.853e-02,4.140e-02
10794,3.454e+03,0.929613,3.654e-05,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10795,3.454e+03,0.932807,3.641e-05,9.301e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
10796,3.454e+03,0.936160,3.632e-05,9.298e+00,8.854e+00,4.123e+01,9.853e-02,4.140e-02
10797,3.455e+03,0.939354,3.628e-05,9.302e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
10798,3.455e+03,0.942548,3.628e-05,9.298e+00,8.854e+00,4.122e+01,9.853e-02,4.140e-02
10799,3.455e+03,0.945742,3.633e-05,9.300e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10800,3.456e+03,0.948937,3.640e-05,9.300e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10801,3.456e+03,0.952131,3.650e-05,9.300e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10802,3.456e+03,0.955325,3.665e-05,9.299e+00,8.855e+00,4.122e+01,9.853e-02,4.140e-02
10803,3.457e+03,0.958519,3.680e-05,9.299e+00,8.855e+00,4.122e+01,9.853e-02,4.140e-02
10804,3.457e+03,0.961713,3.698e-05,9.299e+00,8.854e+00,4.122e+01,9.853e-02,4.140e-02
10805,3.457e+03,0.964907,3.719e-05,9.300e+00,8.855e+00,4.121e+01,9.853e-02,4.140e-02
10806,3.458e+03,0.968101,3.741e-05,9.299e+00,8.854e+00,4.122e+01,9.853e-02,4.140e-02
10807,3.458e+03,0.971295,3.766e-05,9.301e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10808,3.458e+03,0.974489,3.792e-05,9.299e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10809,3.459e+03,0.977683,3.821e-05,9.301e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
10810,3.459e+03,0.980877,3.851e-05,9.303e+00,8.858e+00,4.122e+01,9.853e-02,4.140e-02
10811,3.459e+03,0.984071,3.883e-05,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10812,3.460e+03,0.987265,3.917e-05,9.305e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10813,3.460e+03,0.990459,3.951e-05,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10814,3.460e+03,0.993653,3.987e-05,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10815,3.460e+03,0.996847,4.023e-05,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10816,3.461e+03,1.000041,4.062e-05,9.306e+00,8.861e+00,4.125e+01,9.853e-02,4.140e-02
10817,3.461e+03,1.003235,4.101e-05,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10818,3.461e+03,1.006429,4.141e-05,9.305e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10819,3.462e+03,1.009783,4.182e-05,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10820,3.462e+03,1.012977,4.224e-05,9.301e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10821,3.462e+03,1.016171,4.268e-05,9.302e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10822,3.463e+03,1.019365,4.314e-05,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10823,3.463e+03,1.022559,4.362e-05,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10824,3.463e+03,1.025753,4.411e-05,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10825,3.464e+03,1.028947,4.462e-05,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10826,3.464e+03,1.032141,4.516e-05,9.302e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10827,3.464e+03,1.035335,4.571e-05,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10828,3.465e+03,1.038530,4.630e-05,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10829,3.465e+03,1.041724,4.691e-05,9.304e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10830,3.465e+03,1.044918,4.756e-05,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10831,3.466e+03,1.048112,4.823e-05,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10832,3.466e+03,1.051306,4.894e-05,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10833,3.466e+03,1.054500,4.970e-05,9.302e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10834,3.467e+03,1.057694,5.047e-05,9.305e+00,8.861e+00,4.125e+01,9.853e-02,4.140e-02
10835,3.467e+03,1.060888,5.126e-05,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10836,3.467e+03,1.064082,5.202e-05,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10837,3.468e+03,1.067276,5.276e-05,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10838,3.468e+03,1.070470,5.341e-05,9.303e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10839,3.468e+03,1.073664,5.395e-05,9.302e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
10840,3.468e+03,1.076858,5.429e-05,9.301e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10841,3.469e+03,1.080212,5.439e-05,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10842,3.469e+03,1.083406,5.421e-05,9.302e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10843,3.469e+03,1.086600,5.373e-05,9.305e+00,8.861e+00,4.125e+01,9.853e-02,4.140e-02
10844,3.470e+03,1.089794,5.303e-05,9.302e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10845,3.470e+03,1.092988,5.218e-05,9.301e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10846,3.470e+03,1.096182,5.123e-05,9.302e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10847,3.471e+03,1.099216,5.012e-05,9.304e+00,8.860e+00,4.124e+01,9.853e-02,4.140e-02
10848,3.471e+03,1.098418,4.434e-05,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10849,3.471e+03,1.095224,3.850e-05,9.300e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10850,3.472e+03,1.092030,3.386e-05,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10851,3.472e+03,1.088836,3.005e-05,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10852,3.472e+03,1.085642,2.689e-05,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10853,3.473e+03,1.082448,2.421e-05,9.303e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
10854,3.473e+03,1.079254,2.191e-05,9.302e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
10855,3.473e+03,1.076060,1.991e-05,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10856,3.474e+03,1.072866,1.816e-05,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10857,3.474e+03,1.069671,1.661e-05,9.305e+00,8.861e+00,4.125e+01,9.853e-02,4.140e-02
10858,3.474e+03,1.066477,1.523e-05,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10859,3.475e+03,1.063283,1.401e-05,9.302e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10860,3.475e+03,1.060089,1.290e-05,9.304e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10861,3.475e+03,1.056895,1.190e-05,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10862,3.476e+03,1.053701,1.099e-05,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10863,3.476e+03,1.050507,1.016e-05,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10864,3.476e+03,1.047313,9.410e-06,9.303e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10865,3.476e+03,1.044119,8.717e-06,9.304e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10866,3.477e+03,1.040925,8.080e-06,9.303e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
10867,3.477e+03,1.037731,7.491e-06,9.302e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10868,3.477e+03,1.034537,6.947e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10869,3.478e+03,1.031343,6.445e-06,9.301e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10870,3.478e+03,1.027989,5.976e-06,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10871,3.478e+03,1.024795,5.541e-06,9.303e+00,8.859e+00,4.123e+01,9.853e-02,4.140e-02
10872,3.479e+03,1.021601,5.139e-06,9.304e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10873,3.479e+03,1.018407,4.762e-06,9.301e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10874,3.479e+03,1.015213,4.405e-06,9.302e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
10875,3.480e+03,1.012019,4.083e-06,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10876,3.480e+03,1.008825,3.779e-06,9.305e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10877,3.480e+03,1.005631,3.477e-06,9.302e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
10878,3.481e+03,1.002437,3.203e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10879,3.481e+03,0.999243,2.954e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10880,3.481e+03,0.996049,2.715e-06,9.302e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
10881,3.482e+03,0.992855,2.487e-06,9.304e+00,8.859e+00,4.123e+01,9.853e-02,4.140e-02
10882,3.482e+03,0.989661,2.266e-06,9.299e+00,8.854e+00,4.123e+01,9.853e-02,4.140e-02
10883,3.482e+03,0.986467,2.062e-06,9.300e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10884,3.483e+03,0.983273,1.861e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10885,3.483e+03,0.980078,1.689e-06,9.300e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10886,3.483e+03,0.976884,1.512e-06,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10887,3.484e+03,0.973690,1.344e-06,9.301e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10888,3.484e+03,0.970496,1.194e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10889,3.484e+03,0.967302,1.043e-06,9.301e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
10890,3.484e+03,0.964108,8.957e-07,9.300e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10891,3.485e+03,0.960914,7.545e-07,9.300e+00,8.855e+00,4.124e+01,9.853e-02,4.140e-02
10892,3.485e+03,0.957720,6.245e-07,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10893,3.485e+03,0.954366,4.924e-07,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10894,3.486e+03,0.951172,3.736e-07,9.301e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10895,3.486e+03,0.947978,2.556e-07,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10896,3.486e+03,0.944784,1.418e-07,9.301e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10897,3.487e+03,0.941590,3.631e-08,9.301e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10898,3.487e+03,0.938396,-6.912e-08,9.304e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10899,3.487e+03,0.935202,-1.732e-07,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10900,3.488e+03,0.932008,-2.846e-07,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10901,3.488e+03,0.928814,-3.827e-07,9.305e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10902,3.488e+03,0.925620,-4.770e-07,9.302e+00,8.858e+00,4.126e+01,9.853e-02,4.140e-02
10903,3.489e+03,0.922426,-5.746e-07,9.304e+00,8.860e+00,4.126e+01,9.853e-02,4.140e-02
10904,3.489e+03,0.919232,-6.750e-07,9.304e+00,8.860e+00,4.125e+01,9.853e-02,4.140e-02
10905,3.489e+03,0.916038,-7.726e-07,9.300e+00,8.856e+00,4.125e+01,9.853e-02,4.140e-02
10906,3.490e+03,0.912844,-8.639e-07,9.302e+00,8.858e+00,4.125e+01,9.853e-02,4.140e-02
10907,3.490e+03,0.909650,-9.578e-07,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10908,3.490e+03,0.906456,-1.047e-06,9.302e+00,8.857e+00,4.125e+01,9.853e-02,4.140e-02
10909,3.491e+03,0.903262,-1.141e-06,9.303e+00,8.859e+00,4.125e+01,9.853e-02,4.140e-02
10910,3.491e+03,0.900068,-1.252e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10911,3.491e+03,0.896874,-1.351e-06,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10912,3.492e+03,0.893679,-1.449e-06,9.302e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
10913,3.492e+03,0.890485,-1.539e-06,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10914,3.492e+03,0.887291,-1.641e-06,9.301e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10915,3.492e+03,0.883938,-1.730e-06,9.305e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10916,3.493e+03,0.880744,-1.834e-06,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10917,3.493e+03,0.877550,-1.943e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10918,3.493e+03,0.874356,-2.045e-06,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10919,3.494e+03,0.871161,-2.161e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10920,3.494e+03,0.867967,-2.264e-06,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10921,3.494e+03,0.864773,-2.383e-06,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10922,3.495e+03,0.861579,-2.495e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10923,3.495e+03,0.858385,-2.612e-06,9.304e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10924,3.495e+03,0.855191,-2.734e-06,9.302e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10925,3.496e+03,0.851997,-2.868e-06,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10926,3.496e+03,0.848803,-3.014e-06,9.303e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
10927,3.496e+03,0.845609,-3.167e-06,9.300e+00,8.856e+00,4.124e+01,9.853e-02,4.140e-02
10928,3.497e+03,0.842415,-3.314e-06,9.303e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10929,3.497e+03,0.839221,-3.470e-06,9.301e+00,8.857e+00,4.124e+01,9.853e-02,4.140e-02
10930,3.497e+03,0.836027,-3.645e-06,9.302e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
10931,3.498e+03,0.832833,-3.815e-06,9.301e+00,8.858e+00,4.123e+01,9.853e-02,4.140e-02
10932,3.498e+03,0.829639,-3.999e-06,9.303e+00,8.858e+00,4.122e+01,9.853e-02,4.140e-02
10933,3.498e+03,0.826445,-4.189e-06,9.301e+00,8.855e+00,4.122e+01,9.853e-02,4.140e-02
10934,3.499e+03,0.823251,-4.397e-06,9.300e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
10935,3.499e+03,0.820057,-4.613e-06,9.301e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
10936,3.499e+03,0.816863,-4.844e-06,9.300e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
10937,3.500e+03,0.813669,-5.082e-06,9.300e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
10938,3.500e+03,0.810315,-5.340e-06,9.301e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
10939,3.500e+03,0.807121,-5.620e-06,9.300e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
10940,3.500e+03,0.803927,-5.903e-06,9.302e+00,8.858e+00,4.122e+01,9.853e-02,4.140e-02
10941,3.501e+03,0.800733,-6.225e-06,9.300e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
10942,3.501e+03,0.797539,-6.559e-06,9.302e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
10943,3.501e+03,0.794345,-6.906e-06,9.301e+00,8.857e+00,4.122e+01,9.853e-02,4.140e-02
10944,3.502e+03,0.791151,-7.299e-06,9.301e+00,8.856e+00,4.122e+01,9.853e-02,4.140e-02
10945,3.502e+03,0.787957,-7.712e-06,9.301e+00,8.856e+00,4.123e+01,9.853e-02,4.140e-02
10946,3.502e+03,0.784762,-8.154e-06,9.304e+00,8.859e+00,4.123e+01,9.853e-02,4.140e-02
10947,3.503e+03,0.781568,-8.631e-06,9.302e+00,8.858e+00,4.124e+01,9.853e-02,4.140e-02
10948,3.503e+03,0.778374,-9.141e-06,9.303e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10949,3.503e+03,0.775180,-9.703e-06,9.302e+00,8.859e+00,4.124e+01,9.853e-02,4.140e-02
10950,3.504e+03,0.771986,-1.031e-05,9.303e+00,8.859e+00,4.123e+01,9.853e-02,4.140e-02
10951,3.504e+03,0.768792,-1.097e-05,9.301e+00,8.857e+00,4.123e+01,9.853e-02,4.140e-02
